snapped_at,price,market_cap,total_volume
2022-05-25 00:00:00 UTC,0.0002002219022238966,0.0,5738.572790941961
2022-05-26 00:00:00 UTC,0.0002002219022238966,0.0,5738.572790941961
2022-05-27 00:00:00 UTC,0.00018110937099363026,0.0,4899.445296332329
2022-05-28 00:00:00 UTC,0.00020191117081138282,0.0,28229.11371605861
2022-05-29 00:00:00 UTC,0.0002017900268829988,0.0,46359.60829883884
2022-05-30 00:00:00 UTC,0.00017316337659944672,0.0,35552.800059036344
2022-05-31 00:00:00 UTC,0.00018908443410710807,0.0,39812.64055855132
2022-06-01 00:00:00 UTC,0.00018859818515215595,0.0,40149.57529112131
2022-06-02 00:00:00 UTC,0.0001840236139698408,0.0,41425.10107894451
2022-06-03 00:00:00 UTC,0.0004002476378226652,0.0,91798.61309076744
2022-06-04 00:00:00 UTC,0.000589899688517051,0.0,145066.95787249063
2022-06-05 00:00:00 UTC,0.0005572960860447138,0.0,153028.753025386
2022-06-06 00:00:00 UTC,0.000499830135291257,0.0,109415.93078352204
2022-06-07 00:00:00 UTC,0.0003999812038610339,0.0,93508.49853864225
2022-06-08 00:00:00 UTC,0.00044047871104757987,0.0,97040.9457206138
2022-06-09 00:00:00 UTC,0.0004995499498611726,0.0,118276.0778387446
2022-06-10 00:00:00 UTC,0.0005583559843026899,0.0,144529.61766879473
2022-06-11 00:00:00 UTC,0.0004912128130476121,0.0,120477.32256965933
2022-06-12 00:00:00 UTC,0.0004838069323326232,0.0,102239.12968944611
2022-06-13 00:00:00 UTC,0.0004328992932682846,0.0,88311.4557276827
2022-06-14 00:00:00 UTC,0.0003880333545844682,0.0,89101.76238397938
2022-06-15 00:00:00 UTC,0.00031350300377127363,0.0,76473.04609371023
2022-06-16 00:00:00 UTC,0.0003901544702674084,0.0,83813.52002637167
2022-06-17 00:00:00 UTC,0.0004205503238476964,0.0,90351.20231878645
2022-06-18 00:00:00 UTC,0.0003568296258658761,0.0,84557.45930939371
2022-06-19 00:00:00 UTC,0.00034035368592737127,0.0,70993.80803755783
2022-06-20 00:00:00 UTC,0.0003167372702983396,0.0,69367.49680039509
2022-06-21 00:00:00 UTC,0.00037156001047740784,0.0,86892.78997501983
2022-06-22 00:00:00 UTC,0.00044807856585023226,0.0,108426.4768408916
2022-06-23 00:00:00 UTC,0.0003654415714857687,0.0,83447.54321080924
2022-06-24 00:00:00 UTC,0.00037253983942233667,0.0,75351.03397236447
2022-06-25 00:00:00 UTC,0.00038356067583839726,0.0,84385.05489170855
2022-06-26 00:00:00 UTC,0.00035201833609748524,0.0,74385.70846402366
2022-06-27 00:00:00 UTC,0.00036761719823655585,0.0,81610.09550969758
2022-06-28 00:00:00 UTC,0.0003542852710798399,0.0,79058.7077306609
2022-06-29 00:00:00 UTC,0.00035467783837419447,0.0,73828.05482878782
2022-06-30 00:00:00 UTC,0.0004145944450084407,0.0,96805.48379584061
2022-07-01 00:00:00 UTC,0.00033191872918206933,0.0,69376.56804510641
2022-07-02 00:00:00 UTC,0.0003349440063076582,0.0,75569.63269039418
2022-07-03 00:00:00 UTC,0.0003076663660937021,0.0,64572.21651584914
2022-07-04 00:00:00 UTC,0.00030007044472401374,0.0,68636.70299181298
2022-07-05 00:00:00 UTC,0.0002865038406726554,0.0,67169.80410922048
2022-07-06 00:00:00 UTC,0.0002692923243747101,0.0,65271.32533805816
2022-07-07 00:00:00 UTC,0.0002800985485505663,0.0,61542.92501863222
2022-07-08 00:00:00 UTC,0.00027493175897645743,0.0,59687.29104330938
2022-07-09 00:00:00 UTC,0.00024891780053297213,0.0,52942.71384762205
2022-07-10 00:00:00 UTC,0.00023572591899257678,0.0,51463.42121783322
2022-07-11 00:00:00 UTC,0.0002398766597109393,0.0,53169.218733362504
2022-07-12 00:00:00 UTC,0.0002397215223712747,0.0,54956.03773602381
2022-07-13 00:00:00 UTC,0.00024459137735882773,0.0,51304.6562970431
2022-07-14 00:00:00 UTC,0.0002310398989469453,0.0,52228.94875768701
2022-07-15 00:00:00 UTC,0.0002439041433362167,0.0,51252.10550502531
2022-07-16 00:00:00 UTC,0.0002505323237516459,0.0,59981.92585500657
2022-07-17 00:00:00 UTC,0.0002331360353125798,0.0,53680.20389795046
2022-07-18 00:00:00 UTC,0.00024351851406600403,0.0,53641.97703033127
2022-07-19 00:00:00 UTC,0.00024221992203884464,0.0,49893.77745063779
2022-07-20 00:00:00 UTC,0.00022115604326868214,0.0,46501.783688981835
2022-07-21 00:00:00 UTC,0.0002096050755518065,0.0,45490.00990096149
2022-07-22 00:00:00 UTC,0.00021083070702138313,0.0,49469.40151869035
2022-07-23 00:00:00 UTC,0.0002350719188267578,0.0,49394.294652198136
2022-07-24 00:00:00 UTC,0.00022170574708528523,0.0,48015.79650060516
2022-07-25 00:00:00 UTC,0.00023897290423587913,0.0,55081.6195047882
2022-07-26 00:00:00 UTC,0.00023004628932069853,0.0,48511.76317756511
2022-07-27 00:00:00 UTC,0.00026128446332905766,0.0,62434.25824276416
2022-07-28 00:00:00 UTC,0.0002843195074133619,0.0,71025.06344009185
2022-07-29 00:00:00 UTC,0.00039660123513902436,0.0,118500.84980477618
2022-07-30 00:00:00 UTC,0.00045650394084405737,0.0,142846.43760081305
2022-07-31 00:00:00 UTC,0.0006899963311744451,0.0,239116.65282139846
2022-08-01 00:00:00 UTC,0.0008709462898793457,0.0,256638.50599575025
2022-08-02 00:00:00 UTC,0.0007197703679400579,0.0,274532.70038715465
2022-08-03 00:00:00 UTC,0.0007999214845874442,0.0,195771.89083305243
2022-08-04 00:00:00 UTC,0.0007043848893055618,0.0,175244.5089103267
2022-08-05 00:00:00 UTC,0.0006144172282535888,0.0,139371.77217092473
2022-08-06 00:00:00 UTC,0.0006945969420048782,0.0,156069.92299021827
2022-08-07 00:00:00 UTC,0.000610944696985824,0.0,137305.98680408543
2022-08-08 00:00:00 UTC,0.0006007104688687492,0.0,158289.01305184924
2022-08-09 00:00:00 UTC,0.0006740151323865252,7699852.166133142,159917.9977196038
2022-08-10 00:00:00 UTC,0.0006508056637812268,7456499.636006511,148833.70278389516
2022-08-11 00:00:00 UTC,0.0007095620453743129,7924416.4521436645,175970.05053961635
